[2021-07-02 04:31:09]: Dan.XD | 64238206 | 217.241.133.189 | 3656484285 | 255E2278A465D555 | 2692627528763692373 : was detected for Ang-NAME_Spoof
[2021-09-21 22:42:10]: E.T | 666 | 84.214.85.113 | 1423332721 | B61FFB7AF3C785DC | -5323259729034115620 : was detected for Ang-NAME_Spoof
[2021-09-21 22:42:10]: E.T | 666 | 84.214.85.113 | 1423332721 | B61FFB7AF3C785DC | -5323259729034115620 : was detected for Ang-SCID_Spoof
[2021-09-22 00:51:29]: Trollingforfun | 760549506 | 71.229.122.132 | 1206221444 | F79A2CF92BEED503 | -605121751232359165 : was detected for Ang-SCID_Spoof
[2021-09-22 00:52:10]: Stay Wavy | 69696969 | 37.120.215.230 | 628676582 | EA19DD180F5F4995 | -1577987099009791595 : was detected for Ang-NAME_Spoof
[2021-09-22 00:52:10]: Stay Wavy | 69696969 | 37.120.215.230 | 628676582 | EA19DD180F5F4995 | -1577987099009791595 : was detected for Ang-SCID_Spoof
[2021-09-23 15:36:45]: Phonix | 1169489099 | 24.60.14.154 | 406589082 | 1A83449384928319 | 1910446067310297881 : was detected for Ang-SCID_Spoof
[2021-09-23 16:15:14]: Mark_Nutt92 | 6969 | 193.56.116.144 | 3241702544 | 1 | 1 : was detected for Ang-SCID_Spoof
[2021-09-23 16:15:14]: Mark_Nutt92 | 6969 | 193.56.116.144 | 3241702544 | 1 | 1 : was detected for Ang-HOST_Spoof
[2021-09-23 17:07:00]: ~r~mikaeel | 136114961 | 103.86.52.155 | 1733702811 | 6AA9F2D2E7A182CE | 7685941226727637710 : was detected for Ang-NAME_Spoof
[2021-09-23 17:07:00]: ~r~mikaeel | 136114961 | 103.86.52.155 | 1733702811 | 6AA9F2D2E7A182CE | 7685941226727637710 : was detected for Ang-NAME_Spoof
[2021-11-03 17:46:34]: Beastetic | 747448 | 90.186.4.181 | 1522140341 | B3F09F78557A05E2 | -5480705407330941470 : was detected for Ang-SCID_Spoof
[2021-11-09 22:24:10]: Tayslay17 | 120799331 | 173.162.37.81 | 2913084753 | 1 | 1 : was detected for Ang-HOST_Spoof
[2021-11-09 22:24:10]: Tayslay17 | 120799331 | 173.162.37.81 | 2913084753 | 1 | 1 : was detected for Ang-HOST_Spoof
[2021-11-09 22:28:44]: jamiroquai4lyfe | 117399 | 135.19.93.94 | 2266193246 | 123C6DACCCEF0A24 | 1314045780225362468 : was detected for Ang-SCID_Spoof
[2021-11-29 14:54:54]: LitolLio | 200695242 | 69.140.66.135 | 1166819975 | 28144394C7FBC14C | 2888007567340716364 : was detected for Ang-SCID_Spoof
[2021-11-29 14:54:54]: Davmeck | 200822900 | 190.14.154.49 | 3188628017 | 8BF146BE9ADCEA17 | -8362825248594400745 : was detected for Ang-SCID_Spoof
[2021-11-29 14:54:54]: lilbike_ | 200968792 | 72.80.166.194 | 1213245122 | 79ACD3425F6FDB4F | 8767614856605981519 : was detected for Ang-SCID_Spoof
[2021-11-29 14:54:54]: LitolLio | 200695242 | 69.140.66.135 | 1166819975 | 28144394C7FBC14C | 2888007567340716364 : was detected for Ang-SCID_Spoof
[2021-11-29 14:54:54]: Davmeck | 200822900 | 190.14.154.49 | 3188628017 | 8BF146BE9ADCEA17 | -8362825248594400745 : was detected for Ang-SCID_Spoof
[2021-11-29 14:54:54]: lilbike_ | 200968792 | 72.80.166.194 | 1213245122 | 79ACD3425F6FDB4F | 8767614856605981519 : was detected for Ang-SCID_Spoof
[2021-11-29 15:04:42]: Srtipn | 200819982 | 45.195.23.205 | 767760333 | AB820C3E0A9E59CF | -6088290285645833777 : was detected for Ang-SCID_Spoof
[2021-11-29 15:04:42]: Srtipn | 200819982 | 45.195.23.205 | 767760333 | AB820C3E0A9E59CF | -6088290285645833777 : was detected for Ang-SCID_Spoof
[2021-11-29 15:05:57]: xam04_ | 200966310 | 95.222.117.184 | 1608414648 | 9F2314AB3569E5E0 | -6979712271926041120 : was detected for Ang-SCID_Spoof
[2021-11-29 15:05:57]: Rxvert14 | 200802791 | 82.4.251.1 | 1376058113 | 131B2D35AE3C02B3 | 1376743819671503539 : was detected for Ang-SCID_Spoof
[2021-12-06 01:43:57]: alfiedg | 201260051 | 94.10.119.227 | 1577744355 | 5E8F698F8BFA0388 | 6813780826484507528 : was detected for Ang-SCID_Spoof
[2021-12-06 01:46:12]: mohamad-anabtawi | 201182534 | 79.215.210.205 | 1339544269 | 2E5C25927C2EBD02 | 3340586334680956162 : was detected for Ang-SCID_Spoof
[2021-12-06 01:51:06]: alfiedg | 201260051 | 94.10.119.227 | 1577744355 | 5E8F698F8BFA0388 | 6813780826484507528 : was detected for Ang-SCID_Spoof
[2021-12-06 02:04:33]: Behapy228 | 200956038 | 212.164.65.11 | 3567534347 | 3E96723D073D2366 | 4509917683298149222 : was detected for Ang-SCID_Spoof
[2021-12-06 02:09:58]: Bloodline095 | 201287271 | 95.223.82.121 | 1608471161 | AEEF06CFC8145EB | 787831335719880171 : was detected for Ang-SCID_Spoof
[2021-12-06 02:15:34]: DeceinT | 201177358 | 77.222.102.29 | 1306420765 | 741160D4FCFCD48C | 8363572450897482892 : was detected for Ang-SCID_Spoof
[2021-12-06 02:20:32]: Vipxyxol | 200870368 | 5.166.125.80 | 94797136 | C99AB7C5F5007406 | -3919618464825707514 : was detected for Ang-SCID_Spoof
[2021-12-06 02:24:52]: Matoustyy7 | 201163165 | 178.34.160.157 | 2988613789 | BCA382DF1F336140 | -4853892078562483904 : was detected for Ang-SCID_Spoof
[2021-12-06 02:31:11]: Flo0153 | 201072965 | 217.149.166.170 | 3650463402 | 48A1ABA7F16DE0B4 | 5233652979779625140 : was detected for Ang-SCID_Spoof
[2021-12-06 02:32:47]: zoyasenpaii123 | 201217393 | 8.41.6.65 | 136906305 | EE0465EA8A8C8F91 | -1295798734754639983 : was detected for Ang-SCID_Spoof
[2021-12-06 02:35:13]: Flo0153 | 201072965 | 217.149.166.170 | 3650463402 | 48A1ABA7F16DE0B4 | 5233652979779625140 : was detected for Ang-SCID_Spoof
[2021-12-06 02:36:12]: GG_helper_GG | 201269608 | 5.164.234.137 | 94694025 | 6F7D1B6EFDE1E462 | 8033607473818625122 : was detected for Ang-SCID_Spoof
[2021-12-06 02:36:16]: Hellrazor4321 | 201239688 | 76.171.144.165 | 1286312101 | F9B709C3EE624AB6 | -452882500404753738 : was detected for Ang-SCID_Spoof
[2021-12-06 02:38:31]: Gendospro | 201008002 | 94.29.51.195 | 1578972099 | 3F37E68C4FC76698 | 4555363038416823960 : was detected for Ang-SCID_Spoof
[2021-12-06 03:32:32]: Mister_Smit15 | 200949794 | 85.174.94.140 | 1437490828 | D7B4CBB7E300842C | -2903471869099211732 : was detected for Ang-SCID_Spoof
[2021-12-06 03:32:33]: Serega_Killa | 200526929 | 91.205.168.179 | 1540204723 | 80852337344CECE7 | -9185897144944628505 : was detected for Ang-SCID_Spoof
[2021-12-06 03:32:33]: vxN1NJAxv | 201263873 | 83.8.169.206 | 1393076686 | 1694AB4C56EE3B5E | 1627113709751909214 : was detected for Ang-SCID_Spoof
[2021-12-06 03:32:33]: UsErq73 | 200896087 | 91.226.160.130 | 1541578882 | 9A593FBE64B3111B | -7324753231975608037 : was detected for Ang-SCID_Spoof
[2021-12-06 03:32:33]: Mister_Smit15 | 200949794 | 85.174.94.140 | 1437490828 | D7B4CBB7E300842C | -2903471869099211732 : was detected for Ang-SCID_Spoof
[2021-12-06 03:32:33]: Serega_Killa | 200526929 | 91.205.168.179 | 1540204723 | 80852337344CECE7 | -9185897144944628505 : was detected for Ang-SCID_Spoof
[2021-12-06 03:32:33]: vxN1NJAxv | 201263873 | 83.8.169.206 | 1393076686 | 1694AB4C56EE3B5E | 1627113709751909214 : was detected for Ang-SCID_Spoof
[2021-12-06 03:32:33]: UsErq73 | 200896087 | 91.226.160.130 | 1541578882 | 9A593FBE64B3111B | -7324753231975608037 : was detected for Ang-SCID_Spoof
[2021-12-06 03:38:24]: xXx_MAD__MAX_xXx | 201273498 | 178.46.116.41 | 2989388841 | B37A90ECCB945562 | -5513935447059573406 : was detected for Ang-SCID_Spoof
[2021-12-06 03:38:24]: xXx_MAD__MAX_xXx | 201273498 | 178.46.116.41 | 2989388841 | B37A90ECCB945562 | -5513935447059573406 : was detected for Ang-SCID_Spoof
[2021-12-06 03:38:25]: EGORX24 | 201258147 | 46.48.9.74 | 774900042 | 682EF233A8A5FFB7 | 7507203932559900599 : was detected for Ang-SCID_Spoof
[2021-12-06 03:39:42]: Gargamel | 1003276361 | 8.20.126.21 | 135560725 | 917CBCB8E12756AC | -7963282538860423508 : was detected for Ang-SCID_Spoof
[2021-12-06 03:44:19]: Pepe_pan-dziobak | 200556297 | 45.151.216.201 | 764926153 | 4574557DD6A9626D | 5004719084876161645 : was detected for Ang-SCID_Spoof
[2021-12-06 03:44:19]: Pepe_pan-dziobak | 200556297 | 45.151.216.201 | 764926153 | 4574557DD6A9626D | 5004719084876161645 : was detected for Ang-SCID_Spoof
[2021-12-06 03:45:16]: Xx_BBC-tv_xX | 200511181 | 37.212.84.34 | 634672162 | 954B793FAD5B76A7 | -7688918624406636889 : was detected for Ang-SCID_Spoof
[2021-12-06 03:50:23]: Pluton_Alex077 | 200681163 | 46.138.23.182 | 780801974 | 764E51F2B2A98DE3 | 8524841247480319459 : was detected for Ang-SCID_Spoof
[2021-12-06 03:50:23]: Pluton_Alex077 | 200681163 | 46.138.23.182 | 780801974 | 764E51F2B2A98DE3 | 8524841247480319459 : was detected for Ang-SCID_Spoof
[2021-12-07 04:24:42]: clown | 197542775 | 156.146.59.178 | 2626829234 | BEFB37C42B1F9519 | -4685089671672261351 : was detected for Ang-NAME_Spoof
[2021-12-07 04:25:30]: clown | 197542775 | 156.146.59.178 | 2626829234 | BEFB37C42B1F9519 | -4685089671672261351 : was detected for Ang-NAME_Spoof
[2021-12-07 04:26:23]: clown | 197542775 | 156.146.59.178 | 2626829234 | BEFB37C42B1F9519 | -4685089671672261351 : was detected for Ang-NAME_Spoof
[2021-12-07 23:15:40]: Ariana | 1382796 | 195.200.221.191 | 3284721087 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-12-07 23:15:40]: Ariana | 1382796 | 195.200.221.191 | 3284721087 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-12-09 00:51:36]: KaleeKaleigh6 | 158717027 | 8.38.147.48 | 136745776 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-12-09 00:51:36]: KaleeKaleigh6 | 158717027 | 8.38.147.48 | 136745776 | 0 | 0 : was detected for Ang-HOST_Spoof
[2021-12-09 12:49:58]: Amara | 1282840086 | 93.133.17.118 | 1569001846 | BFC79A97938F03FD | -4627560116293532675 : was detected for Ang-NAME_Spoof
[2021-12-09 12:49:58]: Amara | 1282840086 | 93.133.17.118 | 1569001846 | BFC79A97938F03FD | -4627560116293532675 : was detected for Ang-NAME_Spoof
[2021-12-09 23:54:02]: llvladimirll | 136768300 | 185.234.230.151 | 3119179415 | 5 | 5 : was detected for Ang-HOST_Spoof
[2021-12-09 23:56:41]: KarazuRR | 196169497 | 217.86.57.106 | 3646306666 | 24C | 588 : was detected for Ang-HOST_Spoof
[2021-12-09 23:56:41]: KarazuRR | 196169497 | 217.86.57.106 | 3646306666 | 24C | 588 : was detected for Ang-HOST_Spoof
[2021-12-10 23:52:59]: Z | 157357386 | 64.67.108.44 | 1078160428 | 5C0466E748D00F15 | 6630537694941286165 : was detected for Ang-NAME_Spoof
[2021-12-10 23:53:00]: Z | 157357386 | 64.67.108.44 | 1078160428 | 5C0466E748D00F15 | 6630537694941286165 : was detected for Ang-NAME_Spoof
[2021-12-10 23:57:40]: Z | 157357386 | 64.67.108.44 | 1078160428 | 5C0466E748D00F15 | 6630537694941286165 : was detected for Ang-NAME_Spoof
[2021-12-10 23:57:40]: Z | 157357386 | 64.67.108.44 | 1078160428 | 5C0466E748D00F15 | 6630537694941286165 : was detected for Ang-NAME_Spoof
[2021-12-11 20:29:28]: ~bold~Cybersex | 65522451 | 95.169.232.238 | 1604970734 | 351BBCD1C0D5641C | 3826859917450765340 : was detected for Ang-NAME_Spoof
[2021-12-11 20:35:59]: ~bold~Cybersex | 65522451 | 95.169.232.238 | 1604970734 | 351BBCD1C0D5641C | 3826859917450765340 : was detected for Ang-NAME_Spoof
[2021-12-13 18:18:21]: ~o~Cherax.vip | 152489828 | 75.69.21.8 | 1262818568 | 86BE30F139A92A79 | -8737492414439544199 : was detected for Ang-NAME_Spoof
[2021-12-13 18:18:21]: ~g~Cherax.vip | 161027170 | 75.69.21.8 | 1262818568 | 56A08D8B4C608EA7 | 6242144712956874407 : was detected for Ang-NAME_Spoof
[2021-12-13 18:18:21]: ~o~Cherax.vip | 152489828 | 75.69.21.8 | 1262818568 | 86BE30F139A92A79 | -8737492414439544199 : was detected for Ang-NAME_Spoof
[2021-12-13 18:18:21]: ~g~Cherax.vip | 161027170 | 75.69.21.8 | 1262818568 | 56A08D8B4C608EA7 | 6242144712956874407 : was detected for Ang-NAME_Spoof
[2021-12-13 18:20:59]: Anger's_Daddy | 155217431 | 37.119.80.37 | 628576293 | 747EE53024ECA14E | 8394398750405861710 : was detected for Ang-NAME_Spoof
[2021-12-13 18:28:09]: Anger's_Daddy | 155217431 | 37.119.80.37 | 628576293 | 747EE53024ECA14E | 8394398750405861710 : was detected for Ang-NAME_Spoof
[2021-12-13 18:28:09]: Anger's_Daddy | 155217431 | 37.119.80.37 | 628576293 | 747EE53024ECA14E | 8394398750405861710 : was detected for Ang-NAME_Spoof
[2021-12-13 18:50:21]: Eggv2 | 133309372 | 89.226.139.90 | 1508019034 | BA5F696C0916CC3E | -5017175547137569730 : was detected for Ang-NAME_Spoof
[2021-12-13 18:50:21]: Eggv2 | 133309372 | 89.226.139.90 | 1508019034 | BA5F696C0916CC3E | -5017175547137569730 : was detected for Ang-NAME_Spoof
[2021-12-14 01:44:20]: wolf | 1903749199 | 81.165.71.73 | 1369786185 | 8BA4F67784373FC | 628902403789517820 : was detected for Ang-NAME_Spoof
[2021-12-14 15:20:16]: ~g~~ws~~Admin | 96615368 | 78.127.231.28 | 1317005084 | AABDAEC6DA64E280 | -6143562147572686208 : was detected for Ang-NAME_Spoof
[2021-12-14 22:02:09]: Dina Vodka_Lemon | 65912873 | 62.118.135.66 | 1047955266 | 938E739308E54A17 | -7814181228094600681 : was detected for Ang-NAME_Spoof
[2021-12-14 22:52:39]: 0as | 1810066979 | 95.182.105.238 | 1605790190 | 10A551A0B80FD846 | 1199454626488768582 : was detected for Ang-NAME_Spoof
[2021-12-14 23:16:57]: 0as | 1810066979 | 46.8.150.14 | 772314638 | 10A551A07CD41E84 | 1199454625494998660 : was detected for Ang-NAME_Spoof
[2021-12-14 23:31:23]: <i>~b~UNBREAKABL | 191470502 | 104.139.18.56 | 1753944632 | 4E8B4874545B4B03 | 5659697021189835523 : was detected for Ang-NAME_Spoof
[2021-12-14 23:36:49]: 0as | 1810066979 | 46.8.150.14 | 772314638 | 10A551A07CD41E84 | 1199454625494998660 : was detected for Ang-NAME_Spoof
[2021-12-15 02:03:11]: 0as | 1810066979 | 46.8.150.14 | 772314638 | 10A551A07CD41E84 | 1199454625494998660 : was detected for Ang-NAME_Spoof
[2021-12-15 04:51:24]: ekej | 198904152 | 103.86.76.68 | 1733708868 | 6FFC658E1CEF498D | 8069436293386291597 : was detected for Ang-NAME_Spoof
[2021-12-15 18:28:05]: 0as | 1810066979 | 95.182.106.219 | 1605790427 | 10A551A09466CD4D | 1199454625890487629 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:06]: ~p~Cherax.vip | 166288568 | 90.108.157.127 | 1517067647 | 85ABB0FDCDCE40F5 | -8814757241521553163 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:06]: ~r~Cherax.vip | 183018125 | 83.28.224.140 | 1394401420 | 5F24FC660D581B44 | 6855882048005479236 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:06]: ~r~Cherax.vip | 106966911 | 92.193.226.126 | 1556210302 | 61D1403E6FFD207C | 7048485528722546812 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:06]: ~b~Cherax.vip | 120389670 | 178.217.152.245 | 3000604917 | 97DE076AFEAE9717 | -7503551773031885033 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:06]: ~p~Cherax.vip | 166288568 | 90.108.157.127 | 1517067647 | 85ABB0FDCDCE40F5 | -8814757241521553163 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:06]: ~r~Cherax.vip | 183018125 | 83.28.224.140 | 1394401420 | 5F24FC660D581B44 | 6855882048005479236 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:07]: ~r~Cherax.vip | 106966911 | 92.193.226.126 | 1556210302 | 61D1403E6FFD207C | 7048485528722546812 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:07]: ~b~Cherax.vip | 120389670 | 178.217.152.245 | 3000604917 | 97DE076AFEAE9717 | -7503551773031885033 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:07]: ~p~Cherax.vip | 201593180 | 84.47.90.167 | 1412389543 | 6B23A41B5871A5CF | 7720194623598077391 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:07]: ~b~Cherax.vip | 21472247 | 185.186.152.159 | 3116013727 | 4C5CC023D09AEAF5 | 5502484104796105461 : was detected for Ang-NAME_Spoof
[2021-12-17 09:51:07]: ~r~Cherax.vip | 180117288 | 51.9.106.7 | 856254983 | EA75564B480DFAD0 | -1552239615227856176 : was detected for Ang-NAME_Spoof
[2021-12-17 09:56:04]: ~p~Cherax.vip | 166288568 | 90.108.157.127 | 1517067647 | 85ABB0FDCDCE40F5 | -8814757241521553163 : was detected for Ang-NAME_Spoof
[2021-12-17 09:56:04]: ~r~Cherax.vip | 183018125 | 83.28.224.140 | 1394401420 | 5F24FC660D581B44 | 6855882048005479236 : was detected for Ang-NAME_Spoof
[2021-12-17 09:56:04]: ~r~Cherax.vip | 106966911 | 92.193.226.126 | 1556210302 | 61D1403E6FFD207C | 7048485528722546812 : was detected for Ang-NAME_Spoof
[2021-12-17 09:56:04]: ~p~Cherax.vip | 201593180 | 84.47.90.167 | 1412389543 | 6B23A41B5871A5CF | 7720194623598077391 : was detected for Ang-NAME_Spoof
[2021-12-17 09:56:04]: ~p~Cherax.vip | 166288568 | 90.108.157.127 | 1517067647 | 85ABB0FDCDCE40F5 | -8814757241521553163 : was detected for Ang-NAME_Spoof
[2021-12-17 09:56:04]: ~r~Cherax.vip | 183018125 | 83.28.224.140 | 1394401420 | 5F24FC660D581B44 | 6855882048005479236 : was detected for Ang-NAME_Spoof
[2021-12-17 09:56:04]: ~r~Cherax.vip | 106966911 | 92.193.226.126 | 1556210302 | 61D1403E6FFD207C | 7048485528722546812 : was detected for Ang-NAME_Spoof
[2021-12-17 09:56:04]: ~p~Cherax.vip | 201593180 | 84.47.90.167 | 1412389543 | 6B23A41B5871A5CF | 7720194623598077391 : was detected for Ang-NAME_Spoof
[2021-12-17 12:06:55]: noob | 185772637 | 90.241.161.57 | 1525784889 | 77526763F258DF8F | 8598048317569032079 : was detected for Ang-NAME_Spoof
[2021-12-17 12:59:31]: 0as | 1810066979 | 46.8.150.85 | 772314709 | 10A551A021238AC3 | 1199454623956699843 : was detected for Ang-NAME_Spoof
[2021-12-18 21:45:58]: Gio | 196309699 | 99.92.64.200 | 1666990280 | 92C81F06A2794AFB | -7870006235473818885 : was detected for Ang-NAME_Spoof
[2021-12-19 18:40:36]: Kimbo | 207 | 8.20.127.200 | 135561160 | 99E6C95F3E9C25D4 | -7356971530353629740 : was detected for Ang-NAME_Spoof
[2021-12-19 18:40:36]: Dr Dre | 96057272 | 81.156.97.67 | 1369203011 | B185B07B49FE72F5 | -5654919713524911371 : was detected for Ang-NAME_Spoof
[2021-12-19 18:40:37]: Kimbo | 207 | 8.20.127.200 | 135561160 | 99E6C95F3E9C25D4 | -7356971530353629740 : was detected for Ang-NAME_Spoof
[2021-12-19 18:40:37]: Dr Dre | 96057272 | 81.156.97.67 | 1369203011 | B185B07B49FE72F5 | -5654919713524911371 : was detected for Ang-NAME_Spoof
[2021-12-23 06:20:22]: ~p~Cherax.vip | 163342730 | 98.30.133.71 | 1646167367 | 53E07728A7B557F2 | 6043961716427282418 : was detected for Ang-NAME_Spoof
[2021-12-23 06:20:22]: ~y~Cherax.vip | 202188388 | 24.115.180.79 | 410235983 | CF9276398B82583B | -3489596771732924357 : was detected for Ang-NAME_Spoof
[2021-12-23 06:20:22]: ~p~Cherax.vip | 163342730 | 98.30.133.71 | 1646167367 | 53E07728A7B557F2 | 6043961716427282418 : was detected for Ang-NAME_Spoof
[2021-12-23 06:20:22]: ~y~Cherax.vip | 202188388 | 24.115.180.79 | 410235983 | CF9276398B82583B | -3489596771732924357 : was detected for Ang-NAME_Spoof
[2021-12-23 22:21:18]: ~g~Cherax.vip | 116000276 | 128.73.191.54 | 2152316726 | 902DBC0E383C511 | 649322917792040209 : was detected for Ang-NAME_Spoof
[2021-12-23 22:21:18]: ~y~Cherax.vip | 161702838 | 91.162.172.253 | 1537387773 | 2BC3251E6A65F28B | 3153404976653791883 : was detected for Ang-NAME_Spoof
[2021-12-23 22:21:19]: ~p~Cherax.vip | 180491860 | 109.78.252.109 | 1833892973 | D627AF3C2C3CA12F | -3015248752526188241 : was detected for Ang-NAME_Spoof
[2021-12-23 22:21:19]: ~g~Cherax.vip | 116000276 | 128.73.191.54 | 2152316726 | 902DBC0E383C511 | 649322917792040209 : was detected for Ang-NAME_Spoof
[2021-12-23 22:21:19]: ~y~Cherax.vip | 161702838 | 91.162.172.253 | 1537387773 | 2BC3251E6A65F28B | 3153404976653791883 : was detected for Ang-NAME_Spoof
[2021-12-23 22:21:19]: ~p~Cherax.vip | 180491860 | 109.78.252.109 | 1833892973 | D627AF3C2C3CA12F | -3015248752526188241 : was detected for Ang-NAME_Spoof
[2021-12-23 22:25:22]: ~g~Cherax.vip | 116000276 | 128.73.191.54 | 2152316726 | 902DBC0E383C511 | 649322917792040209 : was detected for Ang-NAME_Spoof
[2021-12-23 22:25:22]: ~y~Cherax.vip | 161702838 | 91.162.172.253 | 1537387773 | 2BC3251E6A65F28B | 3153404976653791883 : was detected for Ang-NAME_Spoof
[2021-12-23 22:25:22]: ~g~Cherax.vip | 180491860 | 109.78.252.109 | 1833892973 | D627AF3C2C3CA12F | -3015248752526188241 : was detected for Ang-NAME_Spoof
[2021-12-24 18:48:42]: POGO | 1473358940 | 62.250.169.87 | 1056614743 | F00F1ACE42ADC9F8 | -1148669906771916296 : was detected for Ang-NAME_Spoof
[2021-12-24 20:12:18]: mika | 136114961 | 103.86.52.155 | 1733702811 | 6AA9F2D20A98E292 | 7685941223019307666 : was detected for Ang-NAME_Spoof
[2021-12-24 20:33:51]: Dr Nipples | 1184995017 | 212.237.135.7 | 3572336391 | E223F604F72A4615 | -2151605695765920235 : was detected for Ang-NAME_Spoof
[2021-12-24 20:37:07]: Smxke | 180827562 | 24.126.4.176 | 410911920 | AA17258A9EE4211B | -6190437885495992037 : was detected for Ang-NAME_Spoof
[2021-12-24 20:38:35]: Smxke | 180827562 | 24.126.4.176 | 410911920 | AA17258A9EE4211B | -6190437885495992037 : was detected for Ang-NAME_Spoof
[2021-12-24 21:28:00]: ~f~hailey | 1222334 | 141.135.163.239 | 2374476783 | E1B5FA4D2AE772A7 | -2182563235051900249 : was detected for Ang-NAME_Spoof
[2021-12-24 22:54:14]: ~p~hailey | 1222334 | 141.135.163.239 | 2374476783 | E1B5FA4D202D5D9E | -2182563235231867490 : was detected for Ang-NAME_Spoof
[2021-12-25 21:10:21]: BOBBY SHMURDA | 856243861 | 174.49.191.201 | 2922495945 | BE24089E69A5530F | -4745658630871362801 : was detected for Ang-NAME_Spoof
[2021-12-25 21:10:21]: BOBBY SHMURDA | 856243861 | 174.49.191.201 | 2922495945 | BE24089E69A5530F | -4745658630871362801 : was detected for Ang-NAME_Spoof
[2021-12-25 21:15:09]: BOBBY SHMURDA | 856243861 | 174.49.191.201 | 2922495945 | BE24089E69A5530F | -4745658630871362801 : was detected for Ang-NAME_Spoof
[2021-12-25 21:15:09]: BOBBY SHMURDA | 856243861 | 174.49.191.201 | 2922495945 | BE24089E69A5530F | -4745658630871362801 : was detected for Ang-NAME_Spoof
[2021-12-27 10:20:38]: MOLK | 970220050 | 74.83.96.217 | 1246978265 | 78EE3E7FC265D082 | 8713971047451709570 : was detected for Ang-NAME_Spoof
[2021-12-29 21:16:28]: DUDE | 875872643 | 95.182.105.93 | 1605790045 | DF77787357EC0B08 | -2344272644231394552 : was detected for Ang-NAME_Spoof
[2021-12-29 21:33:14]: Towable Crab | 27161028 | 185.247.70.172 | 3119990444 | 37C8BE4B3FC83C4F | 4019671897830079567 : was detected for Ang-NAME_Spoof
[2021-12-29 23:12:49]: 0as | 1810066979 | 95.182.105.93 | 1605790045 | 10A551A017D7561A | 1199454623800710682 : was detected for Ang-NAME_Spoof
[2021-12-29 23:47:35]: 0as | 1810066979 | 95.182.105.93 | 1605790045 | 10A551A017D7561A | 1199454623800710682 : was detected for Ang-NAME_Spoof
[2021-12-31 00:42:02]: Obey | 667509 | 86.161.125.74 | 1453423946 | 0 | 0 : was detected for Ang-NAME_Spoof
[2021-12-31 00:42:02]: Obey | 667509 | 86.161.125.74 | 1453423946 | 0 | 0 : was detected for Ang-NAME_Spoof
[2021-12-31 00:44:53]: Obey | 667509 | 86.161.125.74 | 1453423946 | 0 | 0 : was detected for Ang-NAME_Spoof
[2021-12-31 00:44:53]: Obey | 667509 | 86.161.125.74 | 1453423946 | 0 | 0 : was detected for Ang-NAME_Spoof
[2021-12-31 02:26:20]: DUDE | 975428752 | 95.182.105.129 | 1605790081 | 10A551A0B8864123 | 1199454626496528675 : was detected for Ang-NAME_Spoof
[2021-12-31 02:36:33]: DUDE | 975428752 | 95.182.105.129 | 1605790081 | 10A551A0B8864123 | 1199454626496528675 : was detected for Ang-NAME_Spoof
[2021-12-31 07:59:15]: ItzGoated!! | 256945259 | 185.230.126.26 | 3118890522 | BD277BE69A7BD2C8 | -4816745046084955448 : was detected for Ang-NAME_Spoof
[2021-12-31 08:09:32]: ItzGoated!! | 256945259 | 185.230.126.26 | 3118890522 | BD277BE69A7BD2C8 | -4816745046084955448 : was detected for Ang-NAME_Spoof
[2022-01-02 18:28:57]: POGO | 1473358940 | 62.250.169.87 | 1056614743 | F00F1ACEE091117C | -1148669904122998404 : was detected for Ang-NAME_Spoof
[2022-01-03 00:21:29]: Skyz | 95796051 | 165.231.178.18 | 2783425042 | 5F91836A6B3CC7C | 430401862394694780 : was detected for Ang-NAME_Spoof
[2022-01-03 10:08:45]: POGO | 1473358940 | 62.250.169.87 | 1056614743 | F00F1ACE8F5A519D | -1148669905485540963 : was detected for Ang-NAME_Spoof
[2022-01-03 10:10:01]: POGO | 1473358940 | 62.250.169.87 | 1056614743 | F00F1ACE8F5A519D | -1148669905485540963 : was detected for Ang-NAME_Spoof
[2022-01-03 10:11:09]: POGO | 1473358940 | 62.250.169.87 | 1056614743 | F00F1ACE8F5A519D | -1148669905485540963 : was detected for Ang-NAME_Spoof
[2022-01-03 13:18:32]: Layla | 88703869 | 87.150.91.214 | 1469471702 | C3ED5160FBA88438 | -4328714189852343240 : was detected for Ang-NAME_Spoof
[2022-01-03 13:54:54]: Mario | 167067033 | 90.61.144.152 | 1513984152 | 713263F8742DD4EA | 8156691793873589482 : was detected for Ang-NAME_Spoof
[2022-01-03 13:54:54]: Mario | 167067033 | 90.61.144.152 | 1513984152 | 713263F8742DD4EA | 8156691793873589482 : was detected for Ang-NAME_Spoof
